article_id,case_id,pos
PMC5137649,PMC5137649_01,Noun Number Noun Adjective/Noun Noun Medico Medico Noun Number Noun Noun Medico Adjective/Adverb/Noun/Verb Noun/Verb Medico Noun/Verb Noun Adjective/Noun Noun/Verb Medico Medico Noun Medico Noun Medico Adjective/Adverb/Noun Adjective/Noun Noun Medico Noun Noun Medico Adjective/Adverb Adverb Adjective Medico Medico Adjective Noun Medico Adjective Medico Medico Noun/Verb Adjective Medico Noun Medico Noun ExamResult Adjective Noun Adverb Medico Noun/Verb Medico Noun/Verb Noun/Verb Medico Medico Noun Noun Number Medico Adverb Medico Medico Medico Medico Medico Adjective/Noun Adjective Medico Medico Noun Noun Noun ExamResult Adjective/Noun ExamResult Medico Medico Adjective/Adverb/Noun/Verb Medico Adjective Medico Noun Medico Noun Noun Number Adverb Adjective Medico Noun/Verb Medico Medico Medico Noun Adjective Adjective/Adverb/Noun Noun/Verb Medico Noun Adverb Medico Noun/Verb Medico Noun Medico Adjective Noun Adverb/Noun Adjective/Adverb/Noun/Verb Adverb/Noun Noun Medico Noun Medico Adjective/Noun/Verb Medico Number Number Medico Noun Medico Noun Noun Noun Noun Number Number Adjective/Noun/Verb Medico ExamResult Noun Medico Medico Noun Medico Noun Adjective Adjective Adjective Noun Medico Adjective/Noun Medico Adverb Medico Medico Adjective Noun Noun Medico Adjective Noun Medico Adjective Noun Medico Noun/Verb Medico Medico Medico Noun Noun/Verb Medico Medico Adjective Noun Medico Adjective/Adverb/Noun Medico Medico Adjective/Adverb Medico Medico Adjective/Noun Noun/Verb Medico Medico Noun/Verb Medico Noun Medico Adjective Medico Noun/Verb Adverb Adjective/Noun Medico Adjective Medico Noun/Verb Medico Noun Medico Noun Medico Medico Adjective/Adverb/Noun/Verb Medico Medico Noun Medico Noun Medico Adjective Medico Medico Noun Medico Medico Medico Noun/Verb Medico Noun Medico Medico Medico Adjective/Adverb/Noun Adjective Medico Medico Medico Noun/Verb Medico Adjective Adjective/Adverb Adjective/Adverb/Verb Noun Medico Noun Medico Adjective/Noun Medico Medico Adjective Noun Medico Medico Noun Medico Adjective Medico Noun Adjective/Noun/Verb Noun Medico Noun/Verb Medico Adverb Medico Medico Medico Adjective Noun Noun Medico Adjective Medico Noun/Verb Medico Medico Medico Adjective/Noun Noun/Verb Noun Medico Adjective Adjective/Adverb/Verb Medico Adjective Medico Medico Noun Medico Noun Medico Medico Noun Adverb Medico Noun Noun/Verb Medico Medico Adjective/Noun Noun/Verb Medico Medico Noun/Verb Medico Noun Adjective Noun Medico Medico Noun/Verb Medico Medico Medico Noun Medico Noun Adjective Adjective/Noun/Verb Noun/Verb Adjective/Adverb Medico Adjective/Noun Noun/Verb Noun/Verb Medico Adjective/Adverb/Noun Noun/Verb Medico Noun Noun Noun/Verb Medico Adjective/Noun/Verb Medico Medico Adjective Adjective/Noun Noun Medico Noun ExamResult Adjective/Noun ExamResult Adjective/Noun ExamResult Noun Medico Noun Adjective/Noun/Verb Adjective Noun Noun/Verb Adjective Medico Noun Medico Medico Number Number Medico Adjective/Noun Medico Adjective Adjective/Adverb/Noun/Verb Adjective/Adverb Adjective Noun Number Medico Adjective/Adverb/Noun/Verb Medico Medico Noun Adjective/Noun Noun/Verb Medico Adjective/Adverb Medico Adjective/Adverb Verb Adjective/Adverb/Verb Medico Medico Adjective/Verb Noun Medico Medico Noun/Verb Medico Noun Medico Noun Noun/Verb Medico Adjective/Noun Noun Noun/Verb Medico Noun
PMC9387390,PMC9387390_01,Noun Number Noun Adjective/Noun Noun/Verb Medico Adjective/Adverb/Noun Adjective Adjective/Adverb/Noun Adjective/Noun Noun Adjective Noun Adverb Medico Medico Adjective Adjective/Noun Noun Medico Noun Medico Noun Noun Noun Medico Adjective Adjective Noun Noun Adjective/Noun Adjective Medico Noun/Verb Noun/Verb Medico Noun Noun Medico Adjective Adverb Adjective/Noun Medico Adjective/Adverb Noun Noun/Verb Noun Medico Medico Noun Adjective Noun Adjective/Noun Adjective Adjective/Noun/Verb Medico Medico Noun Medico Medico Adjective/Noun Adjective Medico Noun Adjective Adjective/Noun Medico Medico Adjective/Adverb/Noun/Verb Noun/Verb Medico Medico Noun Medico Adjective/Noun Medico Noun Adjective Noun Medico Medico Adjective/Noun/Verb Medico Medico Adjective Medico Adjective Adverb Medico Adjective/Adverb Adjective Noun Noun Medico Noun/Verb Medico Medico Medico Adjective/Noun Adjective Noun Medico Noun Medico Noun Adjective/Noun Medico Adverb Adjective Noun Noun Medico Medico Medico Medico Adjective/Adverb Noun Adverb Number Medico Adjective/Adverb Medico Noun Medico Noun Noun Medico Medico Medico Noun Medico Noun Noun Medico Adjective/Noun Noun Medico Noun Medico Adjective Medico Adjective Noun Noun Adjective/Noun Medico Medico Adjective Adjective/Noun/Verb Noun/Verb Number Medico Adjective/Noun Medico Medico Medico Medico Medico Adjective/Noun Noun/Verb Adverb Noun Adjective/Adverb/Noun Noun Medico Medico Adjective Adverb Noun Adjective Noun/Verb Adjective/Adverb Adjective Noun Noun/Verb Number Medico Noun Medico Medico Medico Adjective Noun Medico Medico Medico Adjective Medico Noun/Verb Adjective/Adverb/Verb Medico Medico Adjective Medico Adjective/Noun Medico Medico Adjective Medico Noun Adjective Noun/Verb Medico Adjective/Adverb/Noun Adjective/Adverb/Noun Noun/Verb Noun Medico Noun/Verb Medico Adjective/Adverb Noun/Verb Number Number Noun Adjective/Adverb Medico Noun Noun Medico Adjective/Adverb/Noun Noun/Verb Adverb Adjective/Adverb/Noun Noun/Verb Medico Adjective Medico Adjective/Noun/Verb Medico Medico Medico Adverb/Noun Medico Adjective/Adverb/Verb Noun Medico Noun/Verb Medico Medico Noun Medico Adjective Noun Noun Verb Adjective/Adverb/Verb Noun Adjective/Adverb Noun/Verb Number Number Noun Adjective/Adverb Medico Adjective/Adverb/Noun/Verb Noun Medico Noun Medico Medico Noun/Verb Medico Adjective Adjective/Adverb/Noun Noun Medico Adjective/Adverb Adjective Noun Medico Medico Noun Noun/Verb Medico Medico Medico Adjective Noun Medico Number Medico Medico Adjective/Noun Adjective/Adverb Noun/Verb Number Medico Medico Medico Medico Medico Noun/Verb Medico Medico Medico Adverb Adjective/Noun/Verb Medico Noun/Verb Medico Noun Adjective Adjective/Noun Medico Adjective Adjective/Adverb/Noun Medico Noun/Verb Medico Medico Noun Medico Noun Medico Adjective/Noun Medico Adjective/Adverb/Noun Medico Medico Medico Noun/Verb Medico Adjective/Adverb/Verb Noun Adjective/Noun Adjective Noun Medico Adjective Adjective Noun Adjective/Noun Medico Adjective/Adverb/Verb Adjective/Noun Adjective Noun Noun Medico Noun/Verb Medico Adjective Adverb Medico Noun Noun/Verb Number Medico Verb Medico Adjective/Adverb/Verb Noun/Verb Adjective Noun Medico Adjective/Noun Adjective Medico Medico Medico Medico Noun Medico Adjective Medico Noun/Verb Adjective Adjective/Adverb Medico Adverb Medico Medico Noun Medico Adjective Noun/Verb Adjective Medico Medico Adjective Noun Medico Adjective/Noun Medico Adjective Adjective/Noun Noun Noun/Verb Noun Noun/Verb Number Medico Adjective/Noun Medico Adjective/Noun Adjective Medico Medico Adjective/Adverb/Noun Noun Noun/Verb Noun/Verb Noun Medico Noun/Verb Medico Adjective Noun Medico Noun/Verb Medico Medico Noun Adjective/Adverb/Noun Noun/Verb Medico Medico Medico Medico Medico Adjective/Noun Medico Medico Adjective/Adverb Medico Noun Medico Medico Medico Noun Medico Medico Medico Adjective Noun Medico Noun Medico Noun Noun/Verb Medico Medico Adjective/Noun Noun Medico Medico Medico Medico Verb Medico Adjective/Verb Adjective Noun Medico Noun/Verb Number Adjective Noun Adverb Adjective/Noun Adjective/Noun Noun Noun/Verb Medico Medico Medico Medico Noun Medico Medico Medico Noun/Verb Adjective/Adverb/Noun Medico Adjective Noun Medico Adjective/Noun Noun Medico Adverb Medico Medico Noun Noun Noun/Verb Medico Adjective Noun Medico Adjective Medico Noun/Verb Adverb Medico Medico Medico Noun Medico Noun/Verb Adjective Medico Noun Adjective Noun Medico Adjective Adjective Noun Medico Adjective/Noun Medico Adjective Medico Adjective Noun Medico Noun Medico Noun Adjective Noun Medico Medico Noun Noun/Verb Adjective/Noun Noun Medico Adjective/Adverb/Noun Medico Medico Noun Adjective Adjective/Adverb Noun Medico Adjective Noun Noun Medico Medico Adjective/Noun Noun Adjective/Adverb/Noun Noun Noun/Verb Medico Verb Adjective Noun Noun Medico Noun ExamResult Adjective/Noun ExamResult Noun Adjective Medico Noun Medico Adjective Adjective/Adverb Adjective/Noun/Verb Adjective Noun Adjective Medico Medico Adjective Adjective Noun Medico Noun Noun/Verb Medico Noun/Verb Medico Medico Noun Noun Medico Adjective/Adverb/Noun Adjective Noun Adjective/Adverb Medico Noun Adjective Medico Adjective/Noun Noun ExamResult Adjective/Noun ExamResult Noun Adjective Medico Noun Noun/Verb Number Adjective/Noun Noun Adjective/Adverb Noun Noun/Verb Noun Medico Noun Adjective/Adverb/Noun Noun/Verb Medico Medico Noun/Verb Medico Medico Noun Noun Noun/Verb Medico Noun/Verb Noun/Verb Number Medico Adverb Adjective Adjective Noun Medico Medico Adjective/Noun Noun Adjective/Adverb Medico Noun Medico Adjective/Noun Medico Adjective Adjective/Adverb/Noun/Verb Medico Adjective Noun/Verb Medico Medico Adjective/Noun Medico Noun Medico Adverb Adverb Medico Medico Noun Noun/Verb
PMC3437073,PMC3437073_01,Noun Number Noun Adjective/Noun Adjective/Noun Medico Medico Noun Adverb Adjective Adjective/Noun/Verb Adjective/Adverb Medico Adjective/Adverb/Noun Adjective/Noun Noun/Verb Noun Medico Adjective/Noun Noun Adjective/Adverb/Noun Noun Noun Medico Adjective/Noun Noun Noun Medico Adjective/Adverb/Noun Adjective Adjective/Noun Medico Medico Adjective/Adverb/Noun Noun Medico Noun/Verb Medico Noun Adjective Adjective/Noun Adjective/Adverb Noun Noun Medico Adjective Adjective/Noun/Verb Noun Adjective/Adverb ExamResult Adjective/Adverb/Noun Noun Adjective/Adverb Medico Adjective Adjective/Adverb/Noun Noun Adjective Medico Adjective Medico Medico Noun/Verb Medico Medico Adjective/Noun/Verb Medico Adverb Adjective/Noun Adjective/Noun/Verb Adverb Adverb Adjective/Adverb/Verb Adverb Medico Medico Medico Adjective/Adverb/Noun Verb Medico Adjective/Noun/Verb Adjective/Adverb Medico Adjective/Adverb/Noun Noun/Verb Noun Medico Adjective/Noun Noun Adverb Medico Noun Medico Adjective ExamResult Adverb Medico Adjective Noun Adjective Medico Medico Adjective/Noun Noun Adjective/Noun Medico Medico Noun Medico Noun Adjective/Adverb/Verb Medico Noun Medico Medico Adjective/Adverb/Noun/Verb Noun Adjective Medico Noun Adjective/Noun Adjective Noun Adjective/Noun Medico Medico Medico Medico Adjective/Adverb/Noun Medico Adjective/Adverb/Noun Adjective/Noun Noun Noun/Verb Number Noun Medico Medico Noun Medico Noun Adjective Noun Medico Medico Medico Noun Noun Noun/Verb Medico Medico Noun Medico Noun Adjective Noun Noun Medico Adjective Adjective Noun Adjective/Adverb Medico Noun/Verb Noun Noun/Verb Noun/Verb Number Adjective Adjective/Adverb Medico Noun Noun Adjective Adjective Adjective Noun Medico Medico Adjective/Adverb Adjective/Noun Noun Adjective/Adverb Adjective/Noun/Verb Noun Medico Adjective Noun Medico Adjective Medico Adjective Medico Noun Medico Medico Adverb Medico Noun Medico Adjective/Noun/Verb Medico Noun/Verb Adjective Medico Medico Adjective/Noun Medico Medico Noun/Verb Noun Noun/Verb Adverb/Noun Medico Noun Noun Noun Adverb Medico Noun Noun Medico Medico Adjective Noun Adjective/Adverb Noun Adjective/Adverb/Noun Noun Adjective/Adverb/Noun Medico Noun/Verb Noun Noun/Verb Adverb Medico Noun Medico Medico Noun Medico Medico Adjective Adjective/Adverb/Noun Noun Medico Adjective Adjective/Noun Medico Medico Medico Noun Medico Medico Adjective/Noun Adjective Noun Medico Medico Medico Medico Medico Adjective/Noun Medico Medico Medico Noun Noun/Verb Number Adjective/Noun Adjective/Adverb/Noun/Verb Medico Noun Adjective Medico Adjective Medico Medico Adjective/Adverb Adjective/Noun/Verb Medico Adjective/Noun Medico Medico Adjective/Adverb Noun Noun ExamResult Noun Noun ExamResult Noun Medico ExamResult Noun Medico Medico ExamResult Noun Medico Number Medico Adjective/Adverb/Noun Adjective Adjective/Adverb Medico Adjective/Noun Adjective/Noun Medico Medico Adjective/Noun Noun Noun/Verb Adjective Adjective/Adverb Adjective/Noun Adjective Medico Medico Medico Adjective/Adverb/Noun Adjective Noun/Verb Noun Adjective/Noun Noun Verb Adjective/Adverb/Verb
PMC7102447,PMC7102447_01,Noun Number Noun Adjective/Noun Adjective/Noun Medico Noun Adjective/Adverb/Noun Adjective/Noun Noun Adjective Medico Noun Noun Medico Adverb Adjective Medico Adjective Noun Noun Medico Noun ExamResult Adjective/Noun Adjective Adjective Noun Adjective/Noun Noun Adjective/Noun Medico Medico Adjective Adjective Noun/Verb Medico Adjective Noun Adjective/Noun/Verb Noun Noun Medico Noun Noun Medico Adjective/Adverb/Noun Adjective/Noun Medico Noun/Verb Adjective/Adverb/Noun/Verb Noun/Verb Noun/Verb Noun/Verb Medico Noun/Verb Medico Adjective/Adverb/Noun Adjective Noun Adjective/Noun/Verb Medico Medico Adjective/Noun Noun Number Number Noun Noun Adverb Medico Noun Medico Adjective/Noun/Verb Medico Medico Adjective/Noun Medico Number Number Noun Noun Medico ExamResult Adverb Noun Medico Medico Noun Noun Medico Number Number Noun Medico Medico Number Medico Noun Noun Medico Number Number Adjective/Noun Noun/Verb Medico Medico Adjective/Noun Noun/Verb Noun Medico Adjective/Noun Medico Medico Adverb Adjective/Adverb Noun Noun Medico Noun Medico Adjective/Noun Adjective/Noun Noun Medico Medico Noun Noun Medico Medico Medico Noun Medico Adjective/Noun/Verb Adjective Noun/Verb Noun/Verb Medico Adjective Noun Medico Medico Adjective Noun Medico Noun Medico Noun Noun/Verb Medico Medico Noun Noun Adjective/Noun Noun Medico Medico Medico Adjective Noun Medico Adjective Adjective Noun Medico Noun Medico Noun Adjective/Noun/Verb Noun Medico ExamResult Medico Noun Noun Medico Number Number Medico Noun/Verb Number Medico Noun/Verb Medico Adjective/Noun Medico Adverb Adjective Number Medico Medico Noun Adjective/Noun Medico Medico Adjective Noun Noun Medico Medico Adjective/Adverb/Noun Adverb/Noun Adjective/Adverb Noun Noun Medico Adverb Adjective/Noun/Verb Medico Noun/Verb Adjective/Adverb/Verb Adjective/Verb Noun Noun Medico Adverb Medico Adjective Verb Adjective Noun Noun Medico Noun ExamResult Medico Noun Adjective Noun Medico Noun Medico Adjective Medico Noun/Verb Noun Adjective Noun/Verb Medico Adjective/Noun Adjective/Adverb Medico Adjective Adjective/Noun/Verb Medico Adjective/Adverb Noun Medico Number Medico Number Medico Noun Noun Adjective Medico Noun Adjective/Noun Noun Noun Medico Noun/Verb Medico Medico Medico Adjective Noun Adjective/Noun/Verb Noun Medico Adjective Medico ExamResult Medico Noun Medico Adjective/Adverb/Noun/Verb Medico Medico Medico Adjective/Noun Medico Adverb Medico Medico Medico Medico Noun Medico Noun Medico Medico Medico Adjective/Noun/Verb Medico Noun Medico Medico Adjective/Adverb/Noun/Verb Adjective/Adverb Verb Adjective/Adverb/Verb
PMC6354154,PMC6354154_01,Noun Number Noun Adjective/Noun Medico Medico Medico Adjective/Adverb/Noun Medico Noun Medico Medico Medico Noun Medico Verb Medico Adjective/Noun Noun Medico Medico Adjective Medico Adjective/Adverb/Noun Noun Medico Adjective Medico Noun Medico Medico Noun Noun/Verb Number Medico Medico Adjective Adjective/Noun Medico Medico Adjective/Noun Noun Medico Adjective Adjective/Noun Medico Adjective/Noun Noun Adjective/Adverb Medico Adverb Adjective/Noun Noun Adjective/Adverb/Noun Adjective/Noun Adjective/Adverb/Noun Medico Noun Medico Noun Medico Noun Noun Adjective/Adverb Noun/Verb Medico Adjective Noun Adjective/Noun/Verb Noun Medico Noun/Verb Adjective/Noun/Verb Noun/Verb Medico Adjective/Noun Adverb Medico Medico Adjective/Noun Noun/Verb Noun/Verb Medico Adjective Noun/Verb Noun Noun Noun Adjective/Adverb/Noun/Verb Medico Noun Medico Medico Medico Noun Medico Noun Medico Medico Adjective/Noun Noun Medico Noun Medico Medico Adverb Adjective Medico Medico Medico Noun Adjective/Adverb/Noun Medico Adjective/Noun/Verb Adjective/Adverb/Noun Medico Adjective/Adverb/Noun/Verb Noun Medico Number Medico Medico Medico Medico Adjective/Noun Medico Noun/Verb Medico Adjective Medico Medico Adjective/Adverb/Noun Adjective Adjective/Adverb/Noun Adjective/Noun Noun Medico Medico Noun Noun Medico Adjective/Noun Medico Medico Medico Medico Noun Adjective Noun Medico Adjective Noun Adjective/Adverb/Noun Medico Noun Adjective Medico Medico Medico Medico Noun Adjective Adjective Adjective/Noun Medico Adjective Noun Medico Adjective/Adverb Adjective/Noun Medico Adjective Medico Adjective Medico Noun/Verb Medico Adjective Adjective/Adverb/Noun Medico Adjective/Adverb/Noun/Verb Noun Medico Adjective/Noun/Verb Medico Adjective Medico Noun/Verb Medico Adjective Adjective/Adverb/Noun Noun Adjective Noun/Verb Adjective Noun Noun/Verb Adjective Adjective Noun Medico Adjective Adjective/Noun/Verb Medico Adjective/Noun Medico Adjective Noun Adverb Noun Medico Noun Adjective/Noun/Verb Adjective/Noun Noun Noun Adjective/Noun Medico Adjective/Adverb/Noun Adjective Noun Medico Noun Adjective/Noun/Verb Medico Adjective/Adverb/Noun/Verb Adjective/Noun Adjective/Noun/Verb Adverb Medico Adjective Noun Medico Adverb Adverb Adjective Adverb Noun Noun Noun Adjective Adverb Adjective/Adverb/Noun Adjective Medico Medico Adjective/Adverb/Noun Medico Medico Adjective Adjective Noun Medico Noun Medico Adjective Medico Noun/Verb Medico Adjective Medico Medico Adjective/Verb Noun/Verb Number Medico Noun/Verb Medico Adjective/Verb Noun Medico Medico Medico Medico Medico Noun Noun/Verb Number Medico Medico Medico Adjective Medico Adjective Noun Noun Noun Medico Adjective/Adverb/Noun Medico Adjective Noun Medico Noun Medico Medico Adjective/Adverb/Verb Medico Adjective/Noun Medico Medico Noun Noun Medico Medico Medico Noun Noun Number Medico Medico Medico Adjective/Adverb/Noun Noun/Verb Medico Noun Medico Medico Verb Adjective/Adverb/Verb Adjective/Adverb/Noun Adjective Noun/Verb Noun Medico Medico Medico Medico Adjective/Adverb/Noun Medico Noun Noun Adverb Noun Noun Noun Adjective/Adverb/Noun Adjective/Adverb/Noun Medico Medico Medico Adjective Noun Medico Medico Adjective/Adverb/Noun Noun Noun Number Medico Adverb Medico Medico Adjective/Adverb/Noun/Verb Adverb Adjective Medico Adjective/Adverb/Noun Noun/Verb Medico Noun Adverb
PMC4782471,PMC4782471_01,Noun Number Noun Adjective/Noun Adjective/Noun Adjective/Noun Medico Medico Medico Medico Noun ExamResult Adjective/Adverb/Noun Adjective Noun Adjective Adjective/Adverb/Noun Adjective Noun Medico Adjective/Adverb/Noun Adjective Noun Medico Medico Adjective Medico Noun Noun/Verb Adjective/Adverb Medico Medico Adjective Noun Adjective/Adverb Noun Medico Medico Adjective Medico Medico Noun/Verb Medico Adjective Medico Adjective/Adverb/Noun/Verb Adverb Noun Medico Noun/Verb Medico Adverb Medico Noun Adjective/Adverb/Noun Adjective/Noun/Verb Medico Medico Medico Medico Adjective Medico Noun Noun Noun Adjective/Adverb Noun/Verb Medico Adjective/Noun Medico Noun Noun/Verb Noun Noun Number Adjective/Noun Number Medico Noun Medico Noun Adjective/Adverb Adjective/Noun/Verb Noun Adjective/Noun Adjective Medico Adjective/Adverb Noun Medico Adjective Adverb/Noun Medico Noun Medico Medico Noun Noun Noun Adjective/Adverb/Noun Number Medico Medico Adjective/Noun ExamResult Noun Medico Medico Adverb Medico Noun Medico Noun Adjective Noun/Verb Number Noun Adjective/Adverb Medico Noun Medico Adjective Medico Adjective/Adverb/Noun Adjective/Noun Noun/Verb Medico Noun Adjective Medico Adjective/Noun Noun Adjective/Adverb Medico Adjective/Noun Adjective Noun Adjective Noun Medico Adjective/Adverb/Verb Medico Number Adjective/Noun Medico Medico Medico Verb Medico Noun Number Noun Adverb/Noun/Verb Medico Noun Medico Medico Adjective/Noun Medico Medico Medico Medico Adjective Noun/Verb Medico Adjective Noun Medico Noun Medico Number Adjective/Noun Noun Noun/Verb Medico Number Adjective/Noun Adjective Noun/Verb Medico Number Noun Medico Noun/Verb Noun/Verb Medico Number ExamResult Noun Adjective/Adverb Noun Noun Adjective/Adverb Adjective Noun/Verb Number Number Medico Adjective Adjective/Adverb/Noun Medico Noun/Verb Adjective/Adverb/Noun Adjective Noun/Verb Medico Adjective/Adverb/Noun Medico Adjective/Adverb/Noun Noun/Verb Medico Noun Noun Noun Noun Adjective Noun Medico Medico Noun Adjective/Noun Noun Noun Noun/Verb Medico ExamResult Noun Adjective/Noun Adjective Noun Medico ExamResult Noun Noun Adjective/Noun/Verb Noun/Verb Noun Noun/Verb Medico Number Number Medico Medico Adjective/Noun Noun Noun/Verb Adverb/Noun Adjective/Adverb/Noun/Verb Adverb/Noun Noun Medico ExamResult Medico Medico Medico Adjective Noun/Verb Noun Adjective/Noun Medico Medico Noun/Verb Medico Medico Adjective Medico Adjective/Adverb Medico Noun Medico Noun Medico Noun Medico ExamResult Adjective/Noun ExamResult Adjective Medico Medico Adjective Noun Noun Noun/Verb Adjective Noun Medico Adjective Adjective Noun Noun Adverb Medico Adjective/Noun/Verb Medico Adjective Noun Medico Medico Adjective/Adverb/Noun/Verb Noun Adverb Adjective/Adverb/Noun Adjective Noun Medico Medico Medico Adverb Adjective Adverb Medico Noun/Verb Medico Adjective/Adverb/Noun Adjective/Noun Noun/Verb Medico Adjective/Noun Medico Medico Medico Adjective Noun Medico Medico Adverb Adjective/Adverb Medico Noun Medico Medico Noun Medico Noun Medico Adjective/Noun Medico Noun Noun Medico Adjective Adjective/Adverb/Noun Medico Medico Adjective/Adverb/Noun Noun Medico Noun Adjective Noun Medico Adjective/Adverb/Noun Medico Noun Medico Medico Adjective/Adverb/Noun Noun Medico Number Medico Medico Adjective Medico Verb Adjective Noun Noun/Verb Medico Medico Adjective Noun Noun Adjective/Adverb/Noun Noun Noun/Verb Medico Adjective/Adverb/Noun Adjective/Noun Adjective Noun Medico Adjective/Noun Adjective/Adverb/Noun Medico Adjective Noun Adjective/Adverb Adjective Noun/Verb Adjective/Noun Medico Adjective/Adverb/Noun/Verb Noun Medico Noun Adjective Adjective Noun Medico Medico Medico Adjective Medico Adverb Medico Noun/Verb Noun/Verb Number Medico Noun/Verb Medico Adjective Medico Medico Medico Medico Adjective Adverb Noun Adjective Adjective Noun/Verb Noun Noun Adjective Medico Noun/Verb Noun/Verb Number Medico Adjective Noun Medico Adverb Noun/Verb Medico Medico Medico Medico Medico Noun Adjective/Noun/Verb Number Noun/Verb Noun Noun/Verb Number Medico Noun/Verb Medico Adjective/Noun/Verb Noun/Verb Noun/Verb Medico Number Medico Number Noun Adverb Medico Adjective/Noun Adjective Noun Noun/Verb Adverb Medico Medico Medico Adverb Medico Adjective Medico Verb Medico Noun Noun Medico Adjective Noun Medico Adjective Adjective/Adverb/Noun Medico Medico Medico Noun Noun Medico Medico Medico Medico Adjective Adjective/Adverb Medico Medico Medico Medico Adjective Medico Medico Adjective/Noun/Verb Medico Medico Number Noun Adjective/Adverb Noun
